self.name,self.location.x,self.location.y,time
pessoas26,5.17,19.32,1148100.0
pessoas52,5.17,19.32,1148100.0
pessoas60,5.17,19.32,1148100.0
pessoas96,5.17,19.32,1148100.0
pessoas126,5.17,19.32,1148100.0
pessoas131,5.17,19.32,1148100.0
pessoas140,5.17,19.32,1148100.0
pessoas176,5.17,19.32,1148100.0
pessoas202,5.17,19.32,1148100.0
pessoas240,5.17,19.32,1148100.0
pessoas270,5.17,19.32,1148100.0
pessoas281,5.17,19.32,1148100.0
pessoas351,5.17,19.32,1148100.0
pessoas394,5.17,19.32,1148100.0
pessoas419,5.17,19.32,1148100.0
pessoas439,10.67,19.29,1148100.0
pessoas9,5.17,19.32,1148220.0
pessoas29,5.17,19.32,1148220.0
pessoas76,5.17,19.32,1148220.0
pessoas100,5.17,19.32,1148220.0
pessoas145,5.17,19.32,1148220.0
pessoas150,5.17,19.32,1148220.0
pessoas188,5.17,19.32,1148220.0
pessoas244,5.17,19.32,1148220.0
pessoas376,5.17,19.32,1148220.0
pessoas50,10.67,19.29,1148340.0
pessoas57,10.67,19.29,1148340.0
pessoas119,10.67,19.29,1148340.0
pessoas128,5.17,19.32,1148340.0
pessoas164,10.67,19.29,1148340.0
pessoas165,5.17,19.32,1148340.0
pessoas229,5.17,19.32,1148340.0
pessoas334,10.67,19.29,1148340.0
pessoas335,10.67,19.29,1148340.0
pessoas2,9.9,16.9,1148400.0
pessoas3,9.9,16.9,1148400.0
pessoas94,9.9,16.9,1148400.0
pessoas114,5.17,19.32,1148460.0
pessoas120,5.17,19.32,1148460.0
pessoas170,5.17,19.32,1148460.0
pessoas180,5.17,19.32,1148460.0
pessoas191,5.17,19.32,1148460.0
pessoas289,5.17,19.32,1148460.0
pessoas311,5.17,19.32,1148460.0
pessoas316,5.17,19.32,1148460.0
pessoas345,5.17,19.32,1148460.0
pessoas390,5.17,19.32,1148460.0
pessoas402,5.17,19.32,1148460.0
pessoas431,5.17,19.32,1148460.0
pessoas486,10.67,19.29,1148460.0
pessoas237,5.17,19.32,1148580.0
pessoas435,5.17,19.32,1148580.0
pessoas461,5.17,19.32,1148580.0
pessoas28,10.67,19.29,1148700.0
pessoas132,5.17,19.32,1148700.0
pessoas262,10.67,19.29,1148700.0
pessoas357,5.17,19.32,1148700.0
pessoas5,5.17,19.32,1148820.0
pessoas6,5.17,19.32,1148820.0
pessoas166,5.17,19.32,1148820.0
pessoas207,5.17,19.32,1148820.0
pessoas372,5.17,19.32,1148820.0
pessoas417,5.17,19.32,1148820.0
pessoas452,5.17,19.32,1148820.0
pessoas456,5.17,19.32,1148820.0
pessoas458,5.17,19.32,1148820.0
pessoas493,5.17,19.32,1148820.0
pessoas35,5.17,19.32,1148940.0
pessoas215,5.17,19.32,1148940.0
pessoas33,10.67,19.29,1149060.0
pessoas84,10.67,19.29,1149060.0
pessoas224,10.67,19.29,1149060.0
pessoas25,5.17,19.32,1149180.0
pessoas83,5.17,19.32,1149180.0
pessoas197,5.17,19.32,1149180.0
pessoas271,5.17,19.32,1149180.0
pessoas312,5.17,19.32,1149180.0
pessoas426,5.17,19.32,1149180.0
pessoas453,5.17,19.32,1149180.0
pessoas168,5.58,8.64,1149240.0
pessoas286,5.17,19.32,1149300.0
pessoas178,10.67,19.29,1149420.0
pessoas182,5.17,19.32,1149420.0
pessoas293,5.17,19.32,1149420.0
pessoas328,10.67,19.29,1149420.0
pessoas32,5.17,19.32,1149540.0
pessoas451,5.17,19.32,1149540.0
pessoas470,5.58,8.64,1149600.0
pessoas110,5.17,19.32,1149660.0
pessoas157,5.17,19.32,1149660.0
pessoas95,10.67,19.29,1149780.0
pessoas210,5.17,19.32,1149780.0
pessoas125,5.17,19.32,1149900.0
pessoas268,5.17,19.32,1149900.0
pessoas477,5.17,19.32,1149900.0
pessoas484,5.17,19.32,1149900.0
pessoas77,5.17,19.32,1150020.0
pessoas134,5.17,19.32,1150140.0
pessoas294,5.17,19.32,1150140.0
pessoas152,5.17,19.32,1150260.0
pessoas481,5.17,19.32,1150260.0
pessoas300,5.17,19.32,1150740.0
pessoas420,5.17,19.32,1151340.0
pessoas79,5.17,19.32,1151700.0
pessoas455,5.17,19.32,1151940.0
pessoas108,10.67,19.29,1163100.0
pessoas80,5.17,19.32,1163220.0
pessoas15,5.17,19.32,1163340.0
pessoas389,5.17,19.32,1163340.0
pessoas437,5.17,19.32,1163340.0
pessoas339,10.67,19.29,1163460.0
pessoas380,5.17,19.32,1163700.0
pessoas330,5.17,19.32,1164060.0
pessoas432,10.67,19.29,1164180.0
pessoas153,5.17,19.32,1164300.0
pessoas279,5.17,19.32,1164300.0
pessoas201,10.67,19.29,1164540.0
pessoas284,10.67,19.29,1164540.0
pessoas371,5.17,19.32,1164660.0
pessoas450,5.17,19.32,1164780.0
pessoas363,10.67,19.29,1164900.0
pessoas365,5.17,19.32,1164900.0
pessoas16,5.17,19.32,1165020.0
pessoas341,5.17,19.32,1165020.0
pessoas137,5.17,19.32,1165140.0
pessoas253,5.17,19.32,1165140.0
pessoas232,5.17,19.32,1165380.0
pessoas258,5.17,19.32,1165380.0
pessoas381,5.17,19.32,1165380.0
pessoas405,5.17,19.32,1165500.0
pessoas221,5.17,19.32,1165740.0
pessoas287,5.17,19.32,1166100.0
pessoas434,5.17,19.32,1166100.0
pessoas17,5.17,19.32,1166220.0
pessoas333,5.17,19.32,1166220.0
pessoas226,5.17,19.32,1166820.0
pessoas249,5.17,19.32,1167060.0
pessoas472,5.17,19.32,1167060.0
pessoas105,5.17,19.32,1167180.0
pessoas208,5.17,19.32,1167180.0
pessoas444,5.17,19.32,1167180.0
pessoas135,5.58,8.64,1167240.0
pessoas487,5.17,19.32,1167300.0
